id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2020-1065068,2020-10-01,1,Vente,200000.0,95.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0680,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,105.0,5.0,S,sols,None,None,491.0,1.074476,49.398327,000AC
2020-1065068,2020-10-01,1,Vente,200000.0,95.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0680,None,None,None,,None,,None,,None,None,None,None,0,4,Local industriel. commercial ou assimilé,497.0,0.0,S,sols,None,None,491.0,1.074476,49.398327,000AC
2020-1065068,2020-10-01,1,Vente,200000.0,95.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0681,None,None,None,,None,,None,,None,None,None,None,0,None,None,,,S,sols,None,None,2.0,1.074309,49.398257,000AC
2020-1065068,2020-10-01,1,Vente,200000.0,95.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0682,None,None,None,,None,,None,,None,None,None,None,0,None,None,,,S,sols,None,None,4.0,1.074464,49.398385,000AC
2020-1064370,2020-09-22,1,Vente,141000.0,25.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0282,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,334.0,1.078353,49.402298,000AC
2020-1064334,2020-09-16,1,Vente,152000.0,7.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0271,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,48.0,2.0,S,sols,None,None,290.0,1.075864,49.402442,000AC
2020-1063842,2020-08-28,1,Vente,248500.0,28.0,None,RUE JOLIOT CURIE,1340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0455,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,78.0,6.0,S,sols,None,None,485.0,1.078666,49.399813,000AC
2020-1063599,2020-08-18,1,Vente,158000.0,48.0,A,RUE GUYNEMER,1100,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0530,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,60.0,4.0,S,sols,None,None,145.0,1.080258,49.397479,000AC
2020-1063827,2020-08-06,1,Vente,109500.0,17.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0062,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,75.0,4.0,S,sols,None,None,345.0,1.075955,49.405237,000AC
2020-1063331,2020-08-03,1,Vente,280000.0,47.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0043,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,139.0,5.0,S,sols,None,None,594.0,1.075473,49.402864,000AC
2020-1063331,2020-08-03,1,Vente,280000.0,47.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0043,None,None,None,,None,,None,,None,None,None,None,0,4,Local industriel. commercial ou assimilé,125.0,0.0,S,sols,None,None,594.0,1.075473,49.402864,000AC
2020-1063606,2020-07-23,1,Vente,110000.0,5.0,None,RUE DOCTEUR CALMETTE,600,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0392,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,72.0,4.0,S,sols,None,None,404.0,1.076561,49.400816,000AC
2020-1063606,2020-07-23,1,Vente,110000.0,5.0,None,RUE DOCTEUR CALMETTE,600,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0392,None,None,None,,None,,None,,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,404.0,1.076561,49.400816,000AC
2020-1062806,2020-07-02,1,Vente,297000.0,30.0,None,RUE DE BUFFON,350,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0747,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,126.0,6.0,S,sols,None,None,552.0,1.078934,49.404545,000AC
2020-1061794,2020-05-20,1,Vente,65000.0,2.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,20,73.77,29,,5,,None,None,None,None,3,2,Appartement,86.0,4.0,None,None,None,None,,1.077678,49.400639,000AC
2020-1061715,2020-05-18,1,Vente,157500.0,6.0,None,RUE M BERTHELOT,1600,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0442,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,68.0,4.0,S,sols,None,None,482.0,1.077897,49.400421,000AC
2020-1060969,2020-03-09,1,Vente,148000.0,17.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0324,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,63.0,4.0,S,sols,None,None,519.0,1.076925,49.40176,000AC
2020-1061413,2020-02-28,2,Vente,71000.0,21.0,B,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0766,None,None,None,,None,,None,,None,None,None,None,0,None,None,,,S,sols,None,None,573.0,1.078091,49.402303,000AC
2020-1060651,2020-02-26,1,Vente,248000.0,16.0,None,RUE RACINE,2140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0262,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,83.0,3.0,S,sols,None,None,422.0,1.076831,49.402651,000AC
2020-1060976,2020-02-19,1,Vente,143000.0,21.0,None,RUE MARIUS VALLEE,1620,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0405,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,75.0,5.0,S,sols,None,None,363.0,1.076605,49.399603,000AC
2020-1060494,2020-02-14,1,Vente,157700.0,7.0,None,RUE RENE LAENNEC,2170,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0488,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,68.0,4.0,S,sols,None,None,411.0,1.079189,49.398631,000AC
2020-1060249,2020-01-30,1,Vente,113500.0,6.0,None,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0210,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,56.0,3.0,S,sols,None,None,336.0,1.076105,49.403391,000AC
2019-1118217,2019-12-18,1,Vente,60000.0,8.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,100,,117,63.01,122,,None,None,None,None,3,2,Appartement,73.0,3.0,None,None,None,None,,1.077678,49.400639,000AC
2019-1118029,2019-12-10,1,Vente,88500.0,27.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0283,None,None,15,,18,,7,67.88,None,None,None,None,3,2,Appartement,67.0,4.0,None,None,None,None,,1.078653,49.402246,000AC
2019-1118029,2019-12-10,1,Vente,88500.0,27.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0283,None,None,24,,None,,None,,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.078653,49.402246,000AC
2019-1117535,2019-11-23,1,Vente,106300.0,6.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,76,,86,,91,,None,None,None,None,3,2,Appartement,86.0,4.0,None,None,None,None,,1.077678,49.400639,000AC
2019-1117396,2019-11-08,1,Vente,163000.0,11.0,None,RUE LOUIS BRAILLE,1540,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0472,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,81.0,5.0,S,sols,None,None,385.0,1.07967,49.399276,000AC
2019-1116122,2019-09-09,1,Vente,232000.0,23.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0281,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,96.0,4.0,S,sols,None,None,852.0,,,000AC
2019-1115225,2019-07-19,1,Vente,127000.0,1.0,None,RUE BOIELDIEU,290,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0071,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,76.0,4.0,S,sols,None,None,657.0,1.076401,49.405776,000AC
2019-1114791,2019-07-15,1,Vente,203000.0,21.0,None,RUE RACINE,2140,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0223,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,120.0,5.0,S,sols,None,None,284.0,1.07743,49.403011,000AC
2019-1115270,2019-07-12,1,Vente,148000.0,37.0,None,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0179,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,430.0,1.078584,49.403667,000AC
2019-1114673,2019-07-09,1,Vente,186000.0,89.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0338,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,91.0,4.0,S,sols,None,None,149.0,1.080579,49.401057,000AC
2019-1114673,2019-07-09,1,Vente,186000.0,89.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0585,None,None,None,,None,,None,,None,None,None,None,0,3,Dépendance,,0.0,S,sols,None,None,18.0,1.08027,49.401319,000AC
2019-1114673,2019-07-09,1,Vente,186000.0,,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0589,None,None,None,,None,,None,,None,None,None,None,0,None,None,,,S,sols,None,None,140.0,1.080389,49.401189,000AC
2019-1114673,2019-07-09,1,Vente,186000.0,,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0590,None,None,None,,None,,None,,None,None,None,None,0,None,None,,,S,sols,None,None,391.0,1.080152,49.401229,000AC
2019-1114963,2019-07-05,1,Vente,257000.0,47.0,None,RUE ROLAND GARROS,2220,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0738,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,131.0,6.0,S,sols,None,None,400.0,1.079939,49.397334,000AC
2019-1114661,2019-07-05,1,Vente,59000.0,4.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,38,,51,63.05,57,,None,None,None,None,3,2,Appartement,73.0,3.0,None,None,None,None,,1.077678,49.400639,000AC
2019-1114573,2019-07-03,1,Vente,215000.0,17.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0278,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,106.0,5.0,S,sols,None,None,383.0,1.077484,49.402323,000AC
2019-1114202,2019-06-21,1,Vente,290000.0,89.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0763,None,None,None,,None,,None,,None,None,None,None,0,4,Local industriel. commercial ou assimilé,265.0,0.0,S,sols,None,None,252.0,1.074787,49.399826,000AC
2019-1113226,2019-04-24,1,Vente,87000.0,36.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0303,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,64.0,3.0,S,sols,None,None,342.0,1.078555,49.401843,000AC
2019-1113223,2019-04-18,1,Vente,155000.0,9.0,None,RUE PHILIPPE PINEL,1980,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0475,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,81.0,5.0,S,sols,None,None,388.0,1.079433,49.399115,000AC
2019-1112894,2019-04-09,1,Vente,52500.0,27.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0283,None,None,1,55.73,9,,None,,None,None,None,None,2,2,Appartement,56.0,3.0,None,None,None,None,,1.078653,49.402246,000AC
2019-1112894,2019-04-09,1,Vente,52500.0,27.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0283,None,None,19,,None,,None,,None,None,None,None,1,3,Dépendance,,0.0,None,None,None,None,,1.078653,49.402246,000AC
2019-1112396,2019-03-06,1,Vente,103000.0,39.0,None,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0181,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,56.0,3.0,S,sols,None,None,436.0,1.07886,49.403652,000AC
2019-1112636,2019-03-04,1,Vente,126000.0,7.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0724,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,65.0,4.0,S,sols,None,None,555.0,1.076227,49.401804,000AC
2019-1112097,2019-02-19,1,Vente,145000.0,36.0,None,RUE JOLIOT CURIE,1340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0459,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,60.0,3.0,S,sols,None,None,320.0,1.07951,49.399799,000AC
2019-1111515,2019-01-08,1,Vente,55000.0,6.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,73,,77,63.05,96,,None,None,None,None,3,2,Appartement,73.0,3.0,None,None,None,None,,1.077678,49.400639,000AC
2018-1037066,2018-12-28,1,Vente,161000.0,28.0,None,RUE DE BUFFON,350,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0101,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,63.0,3.0,S,sols,None,None,316.0,1.07861,49.404574,000AC
2018-1037066,2018-12-28,1,Vente,161000.0,28.0,None,RUE DE BUFFON,350,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0101,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,84.0,4.0,S,sols,None,None,316.0,1.07861,49.404574,000AC
2018-1036996,2018-12-18,1,Vente,177000.0,47.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0286,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,53.0,3.0,S,sols,None,None,381.0,1.079311,49.402183,000AC
2018-1036483,2018-12-14,1,Vente,142000.0,45.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0357,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,73.0,4.0,S,sols,None,None,379.0,1.078365,49.40127,000AC
2018-1036603,2018-12-04,1,Vente,216000.0,38.0,None,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0194,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,104.0,4.0,S,sols,None,None,515.0,1.07865,49.403152,000AC
2018-1036150,2018-11-23,1,Vente,131000.0,14.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0743,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,317.0,1.07688,49.401948,000AC
2018-1036140,2018-11-20,1,Vente,151700.0,15.0,None,RUE JOLIOT CURIE,1340,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0440,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,429.0,1.078125,49.400186,000AC
2018-1035338,2018-10-15,1,Vente,195000.0,26.0,None,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0201,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,96.0,5.0,S,sols,None,None,350.0,1.077583,49.403277,000AC
2018-1035436,2018-10-08,1,Vente,155000.0,8.0,None,RUE MARX DORMOY,1690,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0290,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,102.0,5.0,S,sols,None,None,486.0,1.080353,49.402067,000AC
2018-1034978,2018-09-17,1,Vente,157010.0,6.0,None,RUE RENE LAENNEC,2170,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0495,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,78.0,4.0,S,sols,None,None,491.0,1.079146,49.398277,000AC
2018-1034600,2018-09-04,1,Vente,136000.0,7.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0271,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,48.0,2.0,S,sols,None,None,290.0,1.075864,49.402442,000AC
2018-1034730,2018-08-31,1,Vente,124500.0,10.0,None,RUE DOCTEUR CALMETTE,600,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0382,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,59.0,3.0,S,sols,None,None,451.0,1.076045,49.400632,000AC
2018-1034399,2018-08-28,1,Vente,75000.0,4.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,37,,52,74.03,None,,None,None,None,None,2,2,Appartement,86.0,4.0,None,None,None,None,,1.077678,49.400639,000AC
2018-1034399,2018-08-28,1,Vente,75000.0,4.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,60,,None,,None,,None,None,None,None,1,2,Appartement,73.0,3.0,None,None,None,None,,1.077678,49.400639,000AC
2018-1034436,2018-08-09,1,Vente,200000.0,87.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0654,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,78.0,2.0,S,sols,None,None,591.0,1.07494,49.399985,000AC
2018-1034436,2018-08-09,1,Vente,200000.0,87.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0654,None,None,None,,None,,None,,None,None,None,None,0,4,Local industriel. commercial ou assimilé,150.0,0.0,S,sols,None,None,591.0,1.07494,49.399985,000AC
2018-1034077,2018-08-03,1,Vente,108000.0,21.0,None,RUE MARIUS VALLEE,1620,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0405,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,75.0,5.0,S,sols,None,None,363.0,1.076605,49.399603,000AC
2018-1032473,2018-05-18,1,Vente,202500.0,6.0,None,RUE DOCTEUR ROUX,650,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0029,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,72.0,4.0,S,sols,None,None,410.0,1.075435,49.401054,000AC
2018-1032616,2018-05-14,1,Vente,140000.0,19.0,None,RUE MARIUS VALLEE,1620,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0406,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,80.0,4.0,S,sols,None,None,333.0,1.076649,49.399772,000AC
2018-1031782,2018-04-06,1,Vente,170000.0,15.0,None,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0063,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,60.0,4.0,S,sols,None,None,220.0,1.075896,49.405319,000AC
2018-1031681,2018-03-26,1,Vente,173000.0,55.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0353,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,120.0,5.0,S,sols,None,None,481.0,1.07889,49.401415,000AC
2018-1031248,2018-03-01,1,Vente,162000.0,37.0,None,RUE ROLAND GARROS,2220,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0539,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,90.0,3.0,S,sols,None,None,420.0,1.078551,49.397553,000AC
2018-1030690,2018-01-29,1,Vente,195000.0,2.0,None,RUE RENE LAENNEC,2170,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0493,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,90.0,4.0,S,sols,None,None,391.0,1.078641,49.398352,000AC
2018-1030970,2018-01-25,1,Vente,75000.0,2.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0638,None,None,18,73.61,30,,7,,None,None,None,None,3,2,Appartement,86.0,4.0,None,None,None,None,,1.077678,49.400639,000AC
2018-1030519,2018-01-05,1,Vente,216500.0,26.0,None,RUE GUYNEMER,1100,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0514,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,168.0,6.0,S,sols,None,None,1022.0,1.077485,49.397888,000AC
2017-546093,2017-12-26,1,Vente,150000.0,7.0,B,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0272,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,89.0,4.0,S,sols,None,None,339.0,1.076062,49.402411,000AC
2017-545589,2017-12-14,1,Vente,207500.0,27.0,None,RUE ROLAND GARROS,2220,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0547,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,143.0,5.0,S,sols,None,None,385.0,1.077068,49.397678,000AC
2017-545600,2017-12-08,1,Vente,130000.0,39.0,B,RUE DU MADRILLET,1580,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0047,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,56.0,2.0,S,sols,None,None,626.0,1.075638,49.403422,000AC
2017-545487,2017-12-06,1,Vente,175000.0,15.0,None,RUE ROLAND GARROS,2220,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0552,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,95.0,4.0,S,sols,None,None,456.0,1.075771,49.397801,000AC
2017-545483,2017-12-01,1,Vente,119000.0,5.0,None,RUE JEAN PERRIN,1330,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0321,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,70.0,4.0,S,sols,None,None,487.0,1.075899,49.40183,000AC
2017-545325,2017-11-24,1,Vente,98000.0,11.0,None,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0164,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,94.0,4.0,S,sols,None,None,448.0,1.076459,49.403865,000AC
2017-544989,2017-10-23,1,Vente,158000.0,2.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0039,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,62.0,3.0,S,sols,None,None,390.0,1.075282,49.402192,000AC
2017-544753,2017-10-02,1,Vente,185000.0,9.0,None,RUE ROLAND GARROS,2220,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0557,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,104.0,4.0,S,sols,None,None,498.0,1.075312,49.397871,000AC
2017-544466,2017-09-15,1,Vente,82812.5,9.0,None,RUE JEAN DE LA FONTAINE,1280,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0273,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,115.0,5.0,S,sols,None,None,534.0,1.076208,49.4024,000AC
2017-544143,2017-09-08,1,Vente,136000.0,11.0,None,RUE DOCTEUR ROUX,650,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0379,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,75.0,4.0,S,sols,None,None,380.0,1.07562,49.400371,000AC
2017-543904,2017-08-31,1,Vente,135000.0,37.0,B,RUE MOLIERE,1720,76800,76575,Saint-Étienne-du-Rouvray,76,None,None,76575000AC0180,None,None,None,,None,,None,,None,None,None,None,0,1,Maison,81.0,4.0,S,sols,None,None,430.0,1.07868,49.403629,000AC
